NAME	DESCRIPTION	SK_MEL_301T	SK_MEL_311AT	SK_MEL_321AT	SK_MEL_337T	SK_MEL_351T	SK_MEL_363T	SK_MEL_381T	SK_MEL_389	SK_MEL_394T	SK_MEL_398T	SK_MEL_430T	SK_MEL_445T	SK_MEL_455T	SK_MEL_539T	SK_MEL_499	SK_MEL_526T	SK_MEL_540	SK_MEL_551AT	SK_MEL_560_2T	SK_MEL_566_1	SK_MEL_574	SK_MEL_581_1T	SK_MEL_598_1T	SK_MEL_641_1
PAXIP1-AS1	PAXIP1-AS1	12.4924	5.4417	0.872706	1.39192	2.01272	2.46589	4.61516	4.24038	2.91116	3.02838	4.91395	1.73098	2.0656	5.34864	2.74424	2.48765	5.41536	2.06878	4.66785	6.25524	1.66572	1.73908	4.24417	1.49479
PAXIP1-AS2	PAXIP1-AS2	2.38666	2.26664	0.757605	1.89191	1.83216	1.65839	1.26046	1.3116	2.83948	4.4337	4.53239	2.06686	2.0339	0.927277	1.53953	1.30199	1.95373	3.2959	8.07708	0.341209	1.08301	3.37811	1.57015	0.905894
PBDC1	PBDC1	27.6636	29.0941	29.415	21.6205	16.6498	24.6136	22.4213	27.3265	16.8196	14.7875	19.1917	17.5535	17.5528	16.3013	30.6523	27.8548	20.0307	29.4442	23.7402	34.26	28.1111	20.0095	22.8476	22.9394
PBK	PBK	10.0862	11.779	12.5085	11.3777	4.01691	8.89468	12.2844	16.3393	1.89324	6.9842	1.8713	3.27715	24.1188	22.216	8.55544	11.1295	16.7163	14.2756	27.6194	18.2991	8.80865	5.48736	23.3295	49.2199
PBLD	PBLD	1.86184	1.90718	1.47552	1.4972	1.11135	1.51223	2.24001	2.42581	1.17013	1.09601	1.53438	3.78295	1.10205	1.17688	44.641	1.01326	0.856807	0.961522	1.45985	1.67183	1.30558	0.994339	0.559564	0.452999
PBRM1	PBRM1	16.2252	5.00383	17.2343	13.2525	15.4707	19.5916	17.4687	16.151	7.78004	10.1132	8.30677	14.035	13.0786	16.1129	10.4298	16.3914	15.4926	14.639	24.2273	32.3075	14.9744	8.94135	7.0295	26.3474
PBX2	PBX2	48.2784	29.6756	19.924	20.3901	24.0523	35.4392	40.1258	12.9279	23.7013	47.2504	50.4079	39.0064	117.663	24.9661	25.5248	30.0156	34.838	29.082	30.1447	24.2614	59.1639	35.2296	16.7711	52.0834
PBX2P1	PBX2P1	4.05944	2.42021	2.66185	2.08825	1.97569	3.34112	4.65772	1.29028	2.11503	4.65016	3.44727	4.28271	12.7989	2.56577	2.03009	3.07458	2.32111	3.2014	2.31145	2.6152	4.45465	3.77472	1.51349	5.21068
PBX3	PBX3	5.46627	4.10704	28.695005	5.4276505	4.87045	5.50548	4.0136515	2.963953	6.5206575	4.28016	3.511255	19.2936	5.633907	1.588	4.48968	2.96613	2.70931	2.868341	2.4624955	3.27068	2.17754	4.77585	4.0856525	4.28093
PBXIP1	PBXIP1	49.8701	50.857	9.69018	21.1913	37.5912	57.3489	55.5777	22.8889	60.2758	46.2895	84.5919	63.0479	25.5121	27.4018	34.8066	57.6949	75.0016	48.7622	27.1226	26.4612	23.192	80.1269	61.4928	34.9278
PC	PC	23.4626	7.11712	6.53406	31.3279	10.8924	10.868	10.7999	4.77488	7.38466	4.28557	8.92502	13.8643	9.41875	6.45473	7.88765	5.81222	3.15755	19.9287	8.90783	8.88125	3.40546	7.63533	18.3429	11.5531
PCAT6	PCAT6	12.4645	6.37694	1.97448	1.087	4.54527	9.11946	10.9846	1.55486	1.4076	0.997172	0.854674	3.58806	9.67158	2.1711	3.67514	3.48884	2.28741	4.46575	3.42279	5.08197	1.48931	4.54827	5.53255	8.60058
PCBD1	PCBD1	15.1341	34.2806	41.8437	22.323	30.0815	48.9512	43.7627	28.5597	34.344	17.2109	22.5247	32.8503	40.0109	38.3389	24.0281	31.4605	49.3046	30.806	30.9442	63.234	36.8525	42.4568	34.9928	18.5678
PCBD2	PCBD2	1.7329	2.7254	4.45995	3.03671	2.41146	1.90795	1.73207	3.23341	2.79146	2.02421	3.11936	2.73906	3.09405	1.63637	4.94782	1.63745	2.23798	2.17399	3.89967	4.83023	2.40976	2.74603	1.98378	2.12363
PCBP1	PCBP1	187.026	99.2457	200.197	175.913	183.51	155.185	285.321	200.571	173.643	150.697	223.92	201.517	243.296	138.641	159.463	185.303	164.265	182.597	109.855	253.866	171.078	138.542	133.239	135.888
PCBP1-AS1	PCBP1-AS1	16.6931	4.13638	2.80898	19.6548	6.92539	5.38393	13.1221	7.08423	10.6348	9.91603	15.5038	7.52725	6.36463	13.7463	12.2581	4.04876	7.72561	4.95342	9.10792	10.4167	8.02944	5.17629	5.91878	9.44222
PCBP2	PCBP2	272.04	189.014	276.611	275.471	212.697	287.269	316.311	284.769	304.071	218.194	331.754	294.577	450.146	302.542	238.729	227.848	301.256	222.625	450.021	233.602	433.039	314.019	191.027	265.663
PCBP4	PCBP4	107.069	10.4654	31.4394	16.6156	20.2402	4.09208	68.9969	15.4266	9.10733	19.1396	8.99308	47.5228	38.2248	13.3423	13.1492	40.1908	19.9452	35.8409	11.1172	48.1467	43.2312	59.736	36.2329	40.5363
PCCA	PCCA	23.0313	18.6337	9.89204	11.4467	10.7168	10.9804	10.1735	7.40015	11.1026	11.923	8.92761	29.4533	9.76181	6.96009	16.3788	9.29632	20.527	7.96973	4.03789	17.6108	11.8697	6.8535	11.462	23.3918
PCCB	PCCB	31.3365	32.5603	25.7832	7.11031	20.1962	16.4201	44.3191	23.8783	9.92107	13.2683	11.8784	42.682	25.257	19.288	18.1825	32.8386	16.9123	23.7223	23.4888	33.7018	35.4746	20.3973	21.1888	48.7434
PCDH1	PCDH1	1.51119	5.68572	0.933972	6.38612	5.6941	8.31173	6.42958	11.2047	5.48851	10.2343	1.98904	7.13447	10.4612	4.05411	24.5617	16.4548	6.05241	5.53149	2.60903	9.04156	5.70296	14.0777	1.08889	24.182
PCDH12	PCDH12	1.08065	2.0458	0.845363	3.83333	1.66239	1.15744	2.00087	0.507106	3.07108	2.19106	1.39834	2.09663	1.39688	1.03341	0.978428	0.608704	0.794976	1.03136	0.808085	0.587414	0.898457	0.342784	0.588194	0.823018
PCDH17	PCDH17	1.00944	1.35347	0.757004	3.81563	1.91402	0.577521	0.82532	0.388509	0.725876	0.441546	0.70878	2.83966	1.64563	0.991129	0.999174	0.561147	0.177994	0.952034	0.855284	0.751929	1.03801	0.267576	0.342469	1.08348
PCDH18	PCDH18	0.993256	1.13183	0.838439	7.2898	1.10381	0.610213	1.27515	2.01527	2.95059	3.51928	2.45915	3.56356	1.42438	0.792587	3.97491	1.71476	0.300705	0.91471	0.859073	0.569453	0.948046	1.74458	0.931475	2.13064
PCDH7	PCDH7	5.28882	63.5394	0.562019	51.208	14.0847	15.3755	16.1672	16.8613	4.55492	27.8946	0.524617	6.58293	15.9155	68.3803	26.8006	30.7595	30.2641	1.01621	5.42993	22.0971	16.1784	12.3216	2.19428	40.3544
PCDHB10	PCDHB10	6.91972	1.87475	0.521444	0.541072	0.782338	0.285254	0.193621	0.512162	0.349154	2.604	0.227822	0.291247	1.32828	0.606073	0.27205	2.0427	3.02388	1.10282	6.03461	0.336719	0.425047	2.7274	7.11912	1.28767
PCDHB11	PCDHB11	1.70461	0.114743	0.09036	0.191732	0.163792	0.311725	0.18811	0.383288	0.117195	3.13142	0.179549	0.268179	0.956388	0.589825	0.118056	1.27151	0.0843556	3.34223	0.875486	0.0322646	0.538525	1.82618	3.6394	1.08231
PCDHB12	PCDHB12	1.57566	1.94452	0.348809	0.500102	0.593236	0.255018	0.124023	0.723577	0.272926	1.65463	0.135937	0.389714	0.300329	0.326682	0.203385	1.14995	0.52567	1.02794	1.35655	0.295468	0.296852	1.53132	2.44013	0.292237
PCDHB13	PCDHB13	0.424682	0.589256	1.72146	0.442826	1.43179	0.406392	0.524182	0.797802	0.412592	1.10264	0.18482	0.798324	1.24179	0.510899	0.315828	1.86927	0.286235	0.362821	3.11899	0.999851	0.1926	2.63019	3.08032	0.247115
PCDHB14	PCDHB14	10.112	4.9602	1.33601	1.49311	1.00241	0.379856	0.738109	2.00627	0.858753	8.97685	0.452135	0.943663	1.20127	0.830108	0.882972	2.46442	0.866268	8.04215	4.06708	0.56621	0.505279	1.50845	2.77524	0.541811
PCDHB15	PCDHB15	0.997965	0.625621	0.162822	0.649898	0.82811	0.499073	0.716345	0.967736	0.504362	0.537185	0.482037	0.718661	2.42384	0.390292	0.286073	2.28405	0.107565	0.362594	7.42703	0.111441	0.785524	3.30371	2.85454	1.53299
PCDHB16	PCDHB16	3.0155	1.90417	1.66426	0.745085	0.5154	0.329544	0.270455	0.900135	0.506801	0.707459	0.219386	0.340478	0.123959	0.257315	0.23728	4.37905	3.22435	0.601611	13.3605	1.21181	0.721259	5.1082	11.7606	0.303061
PCDHB2	PCDHB2	3.48902	0.391927	2.47883	0.757665	0.674344	1.81262	0.0942255	0.938739	0.225316	7.60475	0.122424	0.616247	0.280339	0.111826	2.04124	4.414	4.18683	0.39779	3.31766	5.95725	0.184361	5.33447	12.4207	1.61613
PCDHB3	PCDHB3	0.386794	0.803586	0.1795	0.378892	0.794379	0.177875	0.365412	0.552781	0.313888	0.661746	0.0954183	0.38477	0.84912	0.0939903	1.48713	0.726116	0.62094	0.0727421	0.792856	0.376791	0.0985937	1.0265	8.52462	0.182847
PCDHB4	PCDHB4	0.251566	2.34603	0.168755	0.706896	0.50668	0.161258	0.146502	0.545622	0.404521	0.351112	0.370266	0.332351	0.173193	0.115568	0.292763	0.577278	2.12467	0.0683077	1.89448	0.542369	0.414375	1.26499	4.40622	3.12846
PCDHB5	PCDHB5	4.95962	4.12965	0.676284	0.416874	2.28002	1.98367	0.1933	0.202583	0.326357	5.4881	0.216814	0.766791	1.77968	0.113341	1.20161	5.53937	4.03639	2.87266	9.34301	7.71765	0.0818087	8.36878	18.3684	5.58327
PCDHB6	PCDHB6	4.47407	2.2685	0.731975	0.131237	0.484705	0.464327	0.616541	0.964788	0.396335	2.8008	0.118853	0.326079	0.338965	0.338946	0.363722	3.98694	5.58438	1.34731	4.21155	0.163632	0.0678403	1.17685	12.5814	0.136733
PCDHB7	PCDHB7	0.589014	1.57823	0.288899	0.357236	1.40608	0.264505	0.219414	0.25543	0.757027	4.9601	0.28714	0.248645	0.305952	0.215424	0.414632	2.35337	0.336047	0.0354006	2.39095	0.162672	0.0832316	1.38776	8.25262	0.162694
PCDHB8	PCDHB8	0.363918	0.1736	1.10223	0.142528	0.240595	0.112253	0.13772	0.39957	0.144282	2.30918	0.054686	0.273402	0.170411	0.167435	0.140405	1.68557	0.0787407	0.117081	3.89115	0.173092	0.0304558	4.19597	2.81352	0.245985
PCDHB9	PCDHB9	1.44209	0.748419	0.421031	0.223238	0.2877	0.166341	0.0733533	0.162678	0.120224	1.17679	0.12653	0.0958335	0.32181	0.170798	0.0767075	1.09895	1.03663	0.235544	4.45312	0.191772	0.253044	1.15721	3.26159	0.30869
PCDHGA10	PCDHGA10	0.313911	21.6182	0.422635	1.18487	4.26336	0.453452	0.542026	1.0888	0.97041	0.560265	0.434489	1.24346	0.163801	0.278928	1.35118	0.491143	0.340374	0.228822	0.424045	0.495603	10.0093	0.591623	0.745232	4.68384
PCDHGA11	PCDHGA11	0.149582	4.26933	0.120604	0.230605	0.224721	0.109933	0.108219	2.56824	0.303321	0.152345	0.116993	0.414834	2.62188	4.65305	0.22298	9.22576	0.225567	0.177225	6.02522	0.129146	0.129314	0.134937	3.85799	3.43691
PCDHGA12	PCDHGA12	0.128648	36.381	0.176865	3.44476	5.009	0.380684	12.1045	0.282015	2.83771	1.41897	0.506925	6.72178	0.173428	0.337653	5.18505	26.0252	10.6048	0.381426	17.3069	35.5594	0.360586	32.9971	36.7957	1.12334
PCDHGA2	PCDHGA2	0.323486	0.488017	0.931842	0.2849	0.655563	0.412072	0.259157	0.107528	0.292394	0.18027	0.325047	0.660877	0.832619	1.45754	0.228741	1.2949	0.0400038	0.0568851	1.12087	0.0535881	0.126781	0.26472	1.27682	0.0395848
PCDHGA3	PCDHGA3	0.318895	0.199248	0.102792	0.27745	0.378258	0.116754	0.327456	0.103862	0.129471	5.36692	0.144901	1.49116	0.149118	0.296978	0.0624586	0.287585	0.0462416	0.992246	0.379217	0.057461	0.0499623	0.213812	0.465345	0.105693
PCDHGA4	PCDHGA4	0.276495	1.17436	0.484888	0.208961	1.10374	0.542704	0.0900787	0.212967	0.26624	0.257994	0.14132	0.538201	0.22019	0.821979	0.0567276	0.756757	0.792668	0.459229	0.150037	0.162919	0.505709	0.193498	0.886491	0.241066
PCDHGA5	PCDHGA5	0.265864	1.42166	2.388	0.602008	0.0953383	0.224161	0.0900787	0.312107	0.308278	0.103198	0.125618	0.360272	0.132114	0.344342	0.103997	0.144834	0.213102	0.241211	0.121184	0.108612	0.187713	0.39909	0.617177	0.039519
PCDHGA6	PCDHGA6	0.461051	1.37803	0.367513	0.495928	0.736916	0.159924	0.337181	0.929874	0.552307	0.342037	0.520859	1.07214	0.332493	0.802045	0.182426	3.36218	0.275052	0.366727	1.58768	0.137764	3.17927	0.491381	0.386827	0.173618
PCDHGA7	PCDHGA7	0.10604	2.91843	0.526085	0.119221	0.316985	0.43562	0.184112	0.227275	0.153807	0.0618139	0.250639	0.34939	0.890312	1.17535	0.226459	1.68661	11.162	0.0741174	0.311122	7.06083	0.138834	0.181099	2.36353	0.291994
PCDHGA9	PCDHGA9	0.169624	0.445948	0.10074	0.738511	0.665607	0.270791	0.186253	0.857782	0.74107	0.329674	0.454283	2.03467	0.18136	0.476792	0.273637	0.174685	0.195663	0.0926467	0.126753	0.179259	0.0889689	0.132806	0.425659	0.0868089
PCDHGB1	PCDHGB1	0.459677	0.686674	0.129763	0.0917834	0.291041	0.693966	0.125306	0.147861	0.098943	0.0692674	0.105689	0.426623	0.3417	1.23617	0.344601	0.492456	4.32034	0.262751	0.0987287	1.09861	1.21179	0.696056	0.885285	1.29228
PCDHGB2	PCDHGB2	0.37927	0.762312	0.341944	0.300175	0.661737	0.7531	0.343157	0.701324	0.294266	0.362911	0.238151	0.629616	0.614698	1.26629	0.176478	0.199147	0.463111	0.502523	0.265451	0.197276	0.246451	2.10631	1.56352	0.130413
PCDHGB3	PCDHGB3	0.0749263	0.258388	0.17864	0.308416	0.11668	0.130319	0.0956919	0.157923	0.218555	0.115678	0.228554	0.173128	0.226731	0.496532	0.166175	0.0784444	0.165194	0.131653	0.151547	0.124773	0.10502	0.36155	0.282147	0.059439
PCDHGB4	PCDHGB4	0.101968	0.19871	0.102215	0.208231	1.66958	0.303921	0.187171	0.307647	0.228143	0.0557943	0.12539	0.772124	0.790199	1.44599	0.260892	0.351186	0.190595	0.0687871	3.1251	0.218886	0.0864221	2.13516	2.66357	0.112025
PCDHGB6	PCDHGB6	0.540506	0.584878	13.6343	0.657757	0.371392	0.382259	1.25266	0.739276	1.13514	0.342852	0.472192	2.07763	0.20401	0.656524	0.520985	0.376863	29.5817	0.148641	0.547159	0.123215	0.177251	0.169597	3.43985	0.126655
PCDHGB7	PCDHGB7	0.841915	0.91175	0.662659	2.08115	4.50817	0.501525	0.654379	3.59941	1.9609	11.9538	1.05709	4.86717	0.480489	0.507202	0.602673	0.694552	23.8787	0.381415	0.43225	0.313529	21.1217	0.254827	0.653156	0.416224
PCDHGC3	PCDHGC3	65.2242	114.011	30.5821	13.4366	28.0056	2.87455	27.5403	22.0605	7.7571	96.6933	4.97218	7.62007	61.6292	19.8435	34.8344	110.63	40.5225	0.892626	45.0549	29.3052	11.4667	22.8397	24.4248	20.7282
PCED1A	PCED1A	59.0023	9.6161	10.7723	13.0929	15.1999	14.3929	26.8088	5.26428	24.7706	17.6299	27.2333	14.2311	33.1002	22.2078	19.1721	18.4303	24.8087	8.76393	16.6212	6.0179	11.0132	34.047	12.0936	14.3437
PCED1B	PCED1B	0.55771	1.95869	1.69868	1.54756	10.4347	5.61769	2.04135	1.55942	14.3192	5.99652	26.2045	11.5515	1.82547	0.397072	3.18398	0.550227	0.252426	8.63584	1.24529	2.00209	2.61602	4.90665	7.08784	0.211051
PCED1B-AS1	PCED1B-AS1	2.14395	11.3358	5.60557	10.2896	47.7722	22.8208	10.4778	9.63692	101.684	27.528	148.504	13.6588	0.877453	1.80193	14.0215	1.87903	0.884319	31.2329	1.11939	6.11239	3.12825	21.5245	27.27	3.35458
PCF11	PCF11	14.8936	4.89139	7.81832	11.8031	6.29057	9.15909	6.98689	9.7817	9.56603	8.93545	21.3676	6.3917	11.5896	11.8254	8.82677	5.45633	9.77532	8.27256	20.0225	11.3765	5.67089	6.82546	7.52157	10.6732
PCGF1	PCGF1	16.9637	6.18578	11.8698	13.6581	9.38739	13.34	14.9655	11.9005	10.8904	11.6478	10.1089	9.46838	16.619	11.2761	9.95317	22.723	18.2348	15.5306	14.3358	16.6866	11.3042	12.4764	14.5605	16.4513
PCGF2	PCGF2	58.9393	27.8862	22.6825	14.1674	19.626	42.7423	49.8998	12.9662	15.1116	20.0396	4.88774	23.2459	72.6541	25.8191	16.4198	39.027	46.0862	33.2617	17.8447	24.9178	47.038	46.2907	23.9873	19.7235
PCGF3	PCGF3	15.0379	5.5946	15.7443	9.5871	8.63064	8.73291	9.65214	7.39425	10.5055	9.66859	16.1751	13.722	18.559	14.32	20.1255	14.6555	8.54805	7.34163	7.74942	16.6992	7.71753	6.68476	10.6038	18.9606
PCGF5	PCGF5	10.2556	16.0774	22.1789	10.1428	18.1368	19.196	12.3417	21.199	14.3912	14.449	19.5466	26.6856	8.49253	7.76591	33.8891	10.2226	4.24987	21.0673	7.01211	23.7334	8.24182	14.2036	13.5078	6.28778
PCGF6	PCGF6	6.37277	3.51872	13.7688	4.90054	2.50647	4.246	4.81588	5.31745	2.62149	2.61476	3.95479	3.85439	7.03239	4.07116	5.66271	1.87265	3.75914	2.09786	4.20947	11.5315	2.4401	2.6738	3.03574	8.75312
PCID2	PCID2	51.8786	20.0494	17.218	15.6577	12.6016	17.3326	25.5585	22.1193	16.0392	15.1285	21.8169	28.1728	15.3869	25.889	19.2083	26.9033	24.6579	13.6264	8.32479	22.3947	29.822	19.2143	10.1415	26.3533
PCIF1	PCIF1	41.2266	15.8271	18.8104	18.2298	24.4235	14.3811	21.7677	8.82369	19.3953	19.3117	24.0148	14.8151	23.0155	18.4131	10.5409	22.9145	26.8487	16.1122	16.6137	18.333	16.7341	18.9131	12.141	10.8254
PCK2	PCK2	8.43209	4.2626	13.7161	10.9661	19.2394	9.17261	11.7873	19.6434	13.2388	17.0534	21.4271	8.44245	7.18933	11.4163	55.4197	12.0055	5.2919	24.4087	28.9678	89.6992	5.87715	15.5179	16.7464	8.92968
PCM1	PCM1	64.1148	36.0694	13.5555	31.4405	34.401	29.083	29.1502	16.3041	30.6887	34.361	42.8653	19.1092	36.8671	43.6691	31.6298	19.6771	57.7433	46.4244	34.2397	33.6379	34.9874	33.6144	38.3097	61.098
PCMT1	PCMT1	57.5476	93.1237	70.3173	36.2715	44.2414	39.6493	42.8031	73.3694	25.7659	41.2193	27.098	43.9929	19.5321	61.3796	34.3102	34.5238	99.7622	38.801	72.2594	187.59	77.2097	39.7973	53.7947	129.125
PCMTD1	PCMTD1	9.39481	18.3729	7.41379	20.8162	15.2135	35.0709	10.6604	16.3685	12.2201	13.4095	17.5849	20.5784	7.94831	18.3261	20.8362	7.61965	14.8763	16.2341	6.29579	12.2893	8.45227	13.8491	12.8853	31.8158
PCMTD2	PCMTD2	35.0948	18.6847	20.7685	31.3637	12.8728	23.6222	73.3778	18.3243	25.322	22.4409	21.9255	35.5192	77.7368	39.0249	22.134	10.7872	44.8199	12.8487	8.73387	26.1403	33.3638	24.0549	13.7653	28.4511
PCNA	PCNA	365.858	137.763	90.9079	85.192	75.5347	77.7562	105.055	121.464	36.4933	104.438	57.293	81.0578	177.038	116.651	114.439	139.678	119.774	76.5161	116.212	53.8176	68.7535	123.726	79.5929	94.5555
PCNP	PCNP	88.2072	38.4485	66.3834	46.0237	46.6881	60.3105	67.4492	108.415	40.0001	54.4001	54.8475	60.9797	63.096	91.9429	76.469	77.0284	93.9207	56.9153	74.549	134.462	89.7751	80.9964	47.4022	86.5983
PCNPP5	PCNPP5	1.18977	0.432476	1.26832	0.771342	1.04657	1.15541	1.32236	1.85126	0.778547	1.00321	0.659888	1.0879	1.1551	2.17325	1.11265	1.1284	1.43571	0.788119	0.836695	2.00174	1.5846	1.54339	0.871808	1.71929
PCNT	PCNT	11.0294	3.78977	10.7231	5.14692	4.03343	3.6167	5.63378	2.69468	5.44301	5.10008	8.61279	7.32342	6.0974	5.03535	7.13933	2.67094	2.17627	3.84427	3.92449	4.69703	3.31653	2.06324	3.75033	4.10225
PCNX	PCNX	7.55128	4.46999	15.5163	10.2225	6.80565	4.86757	8.024	4.44826	6.66199	9.86267	10.4109	11.7204	8.5063	8.58456	6.31728	8.38352	4.57094	11.3984	2.21338	8.86193	4.91901	7.4212	7.02883	8.47869
PCNXL3	PCNXL3	29.4813	8.58188	16.0685	8.71265	9.34521	10.1078	22.752	6.01911	12.0895	12.6885	18.0508	8.67589	11.8111	11.2784	13.3743	11.587	8.28102	11.7373	12.3077	12.6753	7.05585	9.60938	11.1669	12.7113
PCNXL4	PCNXL4	17.0884	11.9303	34.0009	28.7005	14.4604	14.8099	21.6934	12.4788	7.85297	25.2875	9.14547	14.3325	21.5971	15.8495	12.6233	18.3849	18.4421	12.2387	6.03383	29.9321	25.7516	20.1969	8.37623	25.4221
PCOLCE	PCOLCE	261.221	26.3975	164.286	152.95	12.193	19.3586	62.0838	103.591	135.072	130.381	54.8595	82.2705	12.4471	178.226	13.164	58.7161	20.2438	19.7424	87.1157	17.602	20.6217	19.6844	224.61	23.8586
PCOLCE2	PCOLCE2	2.63344	9.92482	1.92104	20.1266	0.434581	1.92824	17.8763	3.68074	6.99987	11.1811	10.3651	3.38257	3.11254	9.41586	0.84969	3.9145	3.7038	1.33447	0.291961	0.172303	1.86396	2.06332	17.1182	15.8581
PCSK4	PCSK4	0.95872	0.869273	0.738356	2.51161	0.714214	1.46622	0.754116	0.218379	0.491747	1.00327	0.869814	0.979892	1.54495	1.80291	0.931969	0.668177	0.594068	0.379125	0.824113	0.628883	0.355661	1.16362	0.812008	0.739
PCSK7	PCSK7	7.63858	11.0737	14.7773	17.419	9.42281	13.8452	11.0338	9.29305	27.8113	13.1875	47.4382	14.9038	4.97429	6.80909	22.3697	13.013	6.83803	14.6382	6.19622	6.41888	5.11336	9.9136	12.3105	12.0789
PCTP	PCTP	10.1746	12.7301	8.16228	5.76035	6.28306	9.68213	11.2798	11.4698	7.44576	9.90062	5.11274	9.68018	11.808	13.0044	10.6116	9.88259	7.05885	7.42239	15.4845	16.5048	12.8918	7.73745	9.1291	11.109
PCYOX1	PCYOX1	6.00326	9.1759	16.5769	21.8676	12.3246	14.4345	23.184	26.1532	7.43606	19.3078	7.16443	14.95	13.3792	14.1794	9.85595	15.1677	16.0658	12.9239	12.9229	26.5775	8.26445	9.64505	20.955	23.0774
PCYOX1L	PCYOX1L	5.17278	7.31603	1.72337	2.73047	2.30559	5.74828	4.14685	2.65858	4.28325	4.22142	9.59957	3.25391	7.4965	5.79714	2.80306	2.98022	10.6202	6.62979	17.5608	3.11601	7.76061	3.52352	4.95932	10.1023
PCYT1A	PCYT1A	12.0511	15.1027	21.4915	15.7766	11.0181	12.8363	16.629	18.542	12.9583	17.0411	15.9646	13.8523	17.7389	16.3026	16.7916	19.2385	12.4689	24.8252	11.134	21.788	15.579	14.3619	16.5029	14.5947
PCYT2	PCYT2	16.5418	20.4263	42.9723	15.4282	18.6202	32.5971	29.4192	18.057	9.46036	11.6254	13.0513	10.5461	24.8568	25.6616	16.9245	28.3247	26.5343	22.5008	75.241	36.8984	16.6881	19.9271	12.3748	33.8712
PDAP1	PDAP1	147.276	79.6597	112.252	45.3117	43.8731	90.7544	93.3042	72.1169	58.4318	108.338	61.627	67.405	88.5628	175.54	54.1372	178.291	106.686	86.3668	154.351	104.041	53.964	73.8052	37.5219	67.5714
PDCD10	PDCD10	37.1981	29.3778	36.7173	17.0253	20.472	28.2758	25.2228	40.9042	18.2766	22.1372	25.7338	20.3408	27.35	26.5445	47.216	32.7297	24.4969	35.2972	31.514	36.2091	31.6475	31.8846	28.771	23.2942
PDCD1LG2	PDCD1LG2	0.198637	2.30376	9.19989	2.08867	4.29054	4.86341	0.512511	2.13345	3.34143	3.63588	2.62001	2.23468	0.227501	0.238009	2.48695	0.982805	0.0868839	26.1283	0.158936	1.80806	0.47371	9.73806	5.28798	0.529701
PDCD2	PDCD2	62.8255	39.9811	49.1857	20.7179	18.4205	20.777	35.2136	38.3856	25.8396	24.047	33.7484	33.4628	19.0446	54.2109	30.7377	19.2642	50.3439	22.7662	21.9904	66.9122	33.2709	20.292	17.1412	27.0859
PDCD2L	PDCD2L	10.8229	5.474	18.3851	4.40576	4.58374	6.55452	11.6034	6.18282	3.62741	7.39906	6.39122	4.56449	16.8195	4.47247	5.52612	6.05147	7.2814	4.1934	16.059	11.6597	7.4407	3.83101	3.55261	5.23598
PDCD4	PDCD4	21.0276	32.6729	35.3444	152.099	67.1268	169.525	66.0533	187.256	72.4476	90.029	96.9243	37.5527	44.7634	164.22	46.4019	28.0767	537.051	72.3689	77.3452	56.4744	60.3281	54.6251	35.2095	76.9073
PDCD4-AS1	PDCD4-AS1	6.27094	1.36891	1.02908	2.43338	5.0641	1.68749	13.3282	4.18852	5.52713	2.56696	8.02065	1.98802	1.25377	4.60715	1.60543	1.55928	8.49872	3.08505	2.68214	1.86592	4.41105	2.95807	1.79799	2.76926
PDCD5	PDCD5	118.237	126.969	194.435	95.8084	53.6221	69.5632	91.3931	108.677	43.6026	71.6643	54.8124	61.957	91.8058	39.9828	123.12	67.0973	63.264	64.1604	115.093	130.879	65.0685	64.051	86.4161	102.689
PDCD6	PDCD6	53.5988	98.7534	52.4234	64.8211	38.9635	63.9466	89.4382	83.5416	48.8796	46.8638	63.6765	70.4828	78.5251	55.0182	75.5872	69.9669	142.987	51.5159	198.855	101.791	114.482	155.98	89.2352	93.655
PDCD6IP	PDCD6IP	39.086	21.4147	103.019	53.3151	30.2817	34.9504	32.5396	48.9168	29.1058	45.9345	46.3433	40.4843	41.4817	36.3579	68.3234	48.1937	39.4805	48.5969	58.2605	61.9981	56.9463	39.6558	51.7449	60.6794
PDCD7	PDCD7	10.4173	10.0422	10.224	12.9461	6.20472	10.5453	11.0872	9.03362	7.34052	10.599	9.62041	8.79046	14.3912	12.4064	10.534	11.0916	16.4324	8.39313	12.3927	10.4213	15.1001	8.21675	9.37054	12.6325
PDCL	PDCL	11.8276	6.0415	11.4584	8.41006	7.78674	10.6195	10.2366	10.3458	6.88613	6.32163	7.03676	8.55257	9.1346	12.0308	8.31495	5.13732	8.2202	9.66794	7.69006	9.78087	6.73415	7.47786	8.78414	10.6684
PDCL3	PDCL3	27.5864	11.0824	19.1998	12.2852	11.6156	17.4701	20.4871	23.3456	11.9083	11.8077	12.2685	28.5128	17.3382	10.9044	13.8622	12.1944	9.38023	17.308	10.2096	19.9817	13.2751	11.6783	13.4291	23.3161
PDCL3P4	PDCL3P4	5.13183	1.27178	1.21917	1.03047	0.785238	2.08328	3.06369	1.68228	1.44407	1.73074	4.70425	3.39043	1.48244	1.63195	1.90182	0.941575	1.73467	1.34099	2.28571	2.16204	5.63021	1.07013	1.61496	2.70307
PDCL3P5	PDCL3P5	2.52273	1.17378	2.21555	1.14855	1.02115	1.73493	1.60934	2.16978	0.963927	1.64241	1.66133	3.26205	1.59817	1.05282	1.57489	1.2273	1.6432	1.49621	0.84666	2.01708	1.43121	1.37646	1.13153	2.46953
